"18 Digit Account ID Conversion","Account ID","Account Name","Billing Country (text only)","Website","Website URL cleaned","Crunchbase URL","Company NOT in Crunchbase","Company AIN'T BEEN CHECKED in Crunchbase"
"0012A000023n0JNQAY","0012A000023n0JN","BubblyGroup","United States","http://bybubbly.com/","bybubbly.com/","","0","1"
"0012A00002LjxOFQAZ","0012A00002LjxOF","BUbusiness","India","https://www.bubusiness.in/","bubusiness.in/","https://www.crunchbase.com/organization/bubusiness","0","0"
"001F000001X22XVIAZ","001F000001X22XV","Bucaneer Tech, Inc.","","http://buccaneertech.com","buccaneertech.com","","0","1"
"0012A00002FE1QeQAL","0012A00002FE1Qe","Bucket List","India","http://bucketlisttravels.in","bucketlisttravels.in","https://www.crunchbase.com/organization/bucket-list","0","0"
"0011Y00002kJOM5QAO","0011Y00002kJOM5","Buckets Productivity","United States","","","","0","1"
"0012A00002L4QLQQA3","0012A00002L4QLQ","BuckleUp","United Kingdom","https://buckleup.co","buckleup.co","https://www.crunchbase.com/organization/airdates-2","0","0"
"0011Y00002rcASXQA2","0011Y00002rcASX","BU Coaching","Australia","bucoaching.org","bucoaching.org","","0","1"
"0012A00002SJEs0QAH","0012A00002SJEs0","buddee fitness","Australia","http://www.buddee.fitness","buddee.fitness","","0","1"
"0011Y00002rb8eiQAA","0011Y00002rb8ei","BuddyCo","United States","","","","0","1"
"0011Y00002reSefQAE","0011Y00002reSef","Buddyjacket","Australia","https://www.buddyjacket.com","buddyjacket.com","https://www.crunchbase.com/organization/buddyjacket","0","0"
"0011Y00002rarrHQAQ","0011Y00002rarrH","BUDERFLYS","United States","http://Buderflys.com","Buderflys.com","","1","0"
"0011Y00002rb8ejQAA","0011Y00002rb8ej","Budget Politan","United States","https://www.budgetpolitan.com","budgetpolitan.com","https://www.crunchbase.com/organization/budgetpolitan","0","0"
"001F000001mTqcDIAS","001F000001mTqcD","Budgit","United States","https://quiltt.io","quiltt.io","https://www.crunchbase.com/organization/quiltt","0","0"
"0011Y000035xdslQAA","0011Y000035xdsl","Budson","Canada","https://budson.ca/","budson.ca/","","1","0"
"0011Y0000357byXQAQ","0011Y0000357byX","BUENA AI for Social Commerce","United States","Buena.Life","Buena.Life","","0","1"
"0012A00002IymXeQAJ","0012A00002IymXe","Buffalo Automation","United States","https://www.buffautomation.com","buffautomation.com","https://www.crunchbase.com/organization/buffalo-automation-group","0","0"
"001F000001TjxuNIAR","001F000001TjxuN","BugEater Labs","United States","http://www.bugeaterlabs.com/","bugeaterlabs.com/","https://www.crunchbase.com/organization/bugeater-labs","0","0"
"0011Y0000357KeaQAE","0011Y0000357Kea","BugendaiTech Pvt Ltd","United States","https://bugendaitech.com/","bugendaitech.com/","","1","0"
"0011Y00002reOpEQAU","0011Y00002reOpE","Buglee 1","Colombia","","","","0","1"
"0012A00002FH1x4QAD","0012A00002FH1x4","Bugsnag","United States","http://bugsnag.com","bugsnag.com","https://www.crunchbase.com/organization/bugsnag","0","0"
"0012A00002DQRdIQAX","0012A00002DQRdI","Bugyal","India","https://bugyal.com","bugyal.com","https://www.crunchbase.com/organization/bugyal-com","0","0"
"0012A00002GvCazQAF","0012A00002GvCaz","Build Group, Inc","United States","http://www.buildgc.com","buildgc.com","https://www.crunchbase.com/organization/build-group-inc","0","0"
"0012A00001w7urlQAA","0012A00001w7url","Building Brains Inc.","United States","http://www.buildingbrains.co","buildingbrains.co","https://www.crunchbase.com/organization/building-brains-inc","0","0"
"0011Y00002rb8ekQAA","0011Y00002rb8ek","Building Conversation Inc.","United States","http://www.buildingconversation.com","buildingconversation.com","https://www.crunchbase.com/organization/building-conversation-inc","0","0"
"0011Y00002reWvhQAE","0011Y00002reWvh","Buildkite Pty Ltd","Australia","https://buildkite.com/","buildkite.com/","https://www.crunchbase.com/organization/buildkite","0","0"
"0011Y00002reP4PQAU","0011Y00002reP4P","Buildly","United States","https://buildly.io","buildly.io","https://www.crunchbase.com/organization/buildly","0","0"
"0011Y00002reP1dQAE","0011Y00002reP1d","Build Meal","Korea, Republic of","","","","0","1"
"0011Y00002rb8elQAA","0011Y00002rb8el","Buildus","United States","http://buildus.io","buildus.io","","0","1"
"0011Y0000357UJTQA2","0011Y0000357UJT","Build with Robots","United States","http://buildwithrobots.com","buildwithrobots.com","","1","0"
"001F000001WhJlsIAF","001F000001WhJls","Built.io","United States","http://www.built.io","built.io","https://www.crunchbase.com/organization/built-io","0","0"
"0012A00002DQRW8QAP","0012A00002DQRW8","Bukka","Nigeria","www.mybukka.com","mybukka.com","","0","1"
"0012A00002MBmaEQAT","0012A00002MBmaE","Bullhorn","United States","http://www.bullhorn.com","bullhorn.com","https://www.crunchbase.com/organization/bullhorn","0","0"
"0011Y00002reP9uQAE","0011Y00002reP9u","BULVRD","United States","https://bulvrdapp.com/","bulvrdapp.com/","https://www.crunchbase.com/organization/bulvrd","0","0"
"0011Y00002reOoIQAU","0011Y00002reOoI","Bump Inc.","United Kingdom","https://sobump.com/","sobump.com/","https://www.crunchbase.com/organization/bump-d27e","0","0"
"0012A00002FS8a5QAD","0012A00002FS8a5","Bunch","Germany","http://bunch.ai","bunch.ai","https://www.crunchbase.com/organization/bunch-ai","0","0"
"0011Y00002rb8emQAA","0011Y00002rb8em","BUNCHFUL Gift Registry","United States","bunchful.com","bunchful.com","","0","1"
"0012A00002DQRb2QAH","0012A00002DQRb2","Bundle","United Kingdom","http://bundle.news/","bundle.news/","https://www.crunchbase.com/organization/bundle-4","0","0"
"0012A00002SJHREQA5","0012A00002SJHRE","Bundy","Australia","bundy.io","bundy.io","","0","1"
"0012A00002HdhCGQAZ","0012A00002HdhCG","Bungalow Living","United States","https://livebungalow.com/","livebungalow.com/","","0","1"
"0011Y00002lAQjhQAG","0011Y00002lAQjh","Bunje","United States","https://www.bunjesmart.com/","bunjesmart.com/","https://www.crunchbase.com/organization/bunj?-smart","0","0"
"0012A00002CDCI3QAP","0012A00002CDCI3","Bureau Services","Australia","bureauservices.com.au","bureauservices.com.au","","0","1"
"0012A00002EZRUNQA5","0012A00002EZRUN","Burgundy Fox","United States","https://www.burgundyfox.com/","burgundyfox.com/","https://www.crunchbase.com/organization/burgundy-fox","0","0"
"0011Y00002rb8enQAA","0011Y00002rb8en","Burlap & Barrel","United States","https://www.burlapandbarrel.com","burlapandbarrel.com","https://www.crunchbase.com/organization/burlap-barrel","0","0"
"0012A00002DOVjIQAX","0012A00002DOVjI","BusBot","United States","http://busbot.us","busbot.us","https://www.crunchbase.com/organization/busbot","0","0"
"0011Y00002rb8eoQAA","0011Y00002rb8eo","Busie","United States","https://www.getbusie.com","getbusie.com","https://www.crunchbase.com/organization/busie","0","0"
"001F000001kgFt4IAE","001F000001kgFt4","Business 2 Cloud","Canada","Unknown","Unknown","","0","1"
"0012A00002FU0nyQAD","0012A00002FU0ny","Business Experience Consulting","Australia","http://www.bxc.net.au","bxc.net.au","","0","1"
"0012A00002DQRXpQAP","0012A00002DQRXp","Busykart","India","https://www.busykart.com","busykart.com","https://www.crunchbase.com/organization/busykart","0","0"
"0012A00002SIuiFQAT","0012A00002SIuiF","Butbots Education","India","butbots.com","butbots.com","","0","1"
"0011Y00002lAiLPQA0","0011Y00002lAiLP","Button","United States","https://www.usebutton.com/","usebutton.com/","https://www.crunchbase.com/organization/button","0","0"
"0011Y00002rb8epQAA","0011Y00002rb8ep","BUTTON Wallet","United States","https://buttonwallet.com","buttonwallet.com","https://www.crunchbase.com/organization/button-wallet","0","0"
"0012A00002KFfVFQA1","0012A00002KFfVF","BuyBitcoinToday","United States","BuyBitcoinToday.info","BuyBitcoinToday.info","","0","1"
"0011Y00002rb8eqQAA","0011Y00002rb8eq","Buymeby","United States","","","","0","1"
"0011Y00002reOrdQAE","0011Y00002reOrd","BUYMYEV","India","","","","0","1"
"0012A00002SJV7kQAH","0012A00002SJV7k","BuyPow","United States","www.buypow.com","buypow.com","","0","1"
"0011Y000031I6PVQA0","0011Y000031I6PV","Buzy Corp","United States","http://www.buzy.com","buzy.com","","1","0"
"0011Y00002cjsTQQAY","0011Y00002cjsTQ","BuzzBoard","United States","http://www.buzzboard.com","buzzboard.com","https://www.crunchbase.com/organization/buzzboard","0","0"
"0012A00002BIlwFQAT","0012A00002BIlwF","Buzzbold","United States","https://buzzbold.com/","buzzbold.com/","https://www.crunchbase.com/organization/buzzbold","0","0"
"0012A00002JLlBrQAL","0012A00002JLlBr","Bwala Africa","Kenya","http://www.bwala.co.ke","bwala.co.ke","https://www.crunchbase.com/organization/bwala","0","0"
"0012A00002DQRWTQA5","0012A00002DQRWT","Bwomi","United States","www.bwomi.com","bwomi.com","","0","1"
"0012A00002NnxRCQAZ","0012A00002NnxRC","By Accident","Australia","www.byaccident.com.au","byaccident.com.au","","0","1"
"0011Y00002reOvYQAU","0011Y00002reOvY","byBr","Netherlands","https://www.bybr.com","bybr.com","https://www.crunchbase.com/organization/bybr","0","0"
"0012A00002IymVBQAZ","0012A00002IymVB","Byki","India","ww.byki.in","ww.byki.in","","0","1"
"0011Y00002reOqEQAU","0011Y00002reOqE","Bypa-ss","Egypt","http://www.bypa-ss.com","bypa-ss.com","https://www.crunchbase.com/organization/bypa-ss","0","0"
"0012A00002DOv3YQAT","0012A00002DOv3Y","By Proxy","United States","facebook.com","facebook.com","","0","1"
"0012A00002FS8b3QAD","0012A00002FS8b3","Byteflies","Belgium","https://www.byteflies.com","byteflies.com","https://www.crunchbase.com/organization/byteflies","0","0"
"0012A00002Tc0DzQAJ","0012A00002Tc0Dz","Byte Foods","United States","http://www.bytefoods.co/","bytefoods.co/","https://www.crunchbase.com/organization/byte-foods","0","0"
"0012A00002HeGb3QAF","0012A00002HeGb3","Byte IT","United Kingdom","https://www.reg.uk.com/","reg.uk.com/","https://www.crunchbase.com/organization/reg-2","0","0"
"0011Y00002re0iDQAQ","0011Y00002re0iD","By Your Side Legal Services","United States","http://byyoursidelegal.com","byyoursidelegal.com","","1","0"
"0012A00002MAWBdQAP","0012A00002MAWBd","Byyuto LLC","United States","http://www.byyuto.com","byyuto.com","","0","1"
"0012A00002CbOTGQA3","0012A00002CbOTG","C.G. Diam Corp","Canada","http://www.mydiamond.io","mydiamond.io","","0","1"
"0011Y00002rb8iCQAQ","0011Y00002rb8iC","C.L.A.R.E.","United States","http://www.realclare.com","realclare.com","","0","1"
"0011Y00002rd22nQAA","0011Y00002rd22n","C21knowledge","Australia","http://www.c21knowledge.com","c21knowledge.com","","1","0"
"0011Y00002rbTXJQA2","0011Y00002rbTXJ","Cabalo Logistics","Mexico","http://www.cabalo.mx","cabalo.mx","","1","0"
"0011Y00002re0ZaQAI","0011Y00002re0Za","Caban Systems","United States","http://www.cabansystems.com","cabansystems.com","https://www.crunchbase.com/organization/caban-systems","0","0"
"0012A00002LjxOGQAZ","0012A00002LjxOG","CabSimple","United States","","","","0","1"
"0012A000029R1mHQAS","0012A000029R1mH","Cabus","United States","","","","0","1"
"0011Y00002rcMfJQAU","0011Y00002rcMfJ","Cabycon","Germany","http://cabycon.com","cabycon.com","","1","0"
"0011Y00002rb8erQAA","0011Y00002rb8er","CaCaw - See Something. Do Something.","United States","th.ru.st","th.ru.st","","0","1"
"0011Y00002kJTvNQAW","0011Y00002kJTvN","Cache","United States","http://www.trycache.co/","trycache.co/","https://www.crunchbase.com/organization/cache","0","0"
"0011Y0000357by8QAA","0011Y0000357by8","Cactus.","United States","cactus.app","cactus.app","","0","1"
"0011Y00002rb8esQAA","0011Y00002rb8es","Caddie Time","United States","","","","0","1"
"0012A00002BrjGcQAJ","0012A00002BrjGc","Cadence","United States","https://www.eventcadence.com/","eventcadence.com/","https://www.crunchbase.com/organization/cadence-5","0","0"
"001F000001aQDV1IAO","001F000001aQDV1","Cadence Design Systems","United States","https://www.cadence.com","cadence.com","https://www.crunchbase.com/organization/cadence-design-systems","0","0"
"0011Y00002reOrFQAU","0011Y00002reOrF","CADWOLF","United States","http://www.cadwolf.com","cadwolf.com","https://www.crunchbase.com/organization/cadwolf","0","0"
"0011Y00002nuOqQQAU","0011Y00002nuOqQ","Caelus Acquisitions, LLC","United States","http://caelusacquisitions.com","caelusacquisitions.com","","1","0"
"0011Y00002rb8etQAA","0011Y00002rb8et","C-AGAIN SIGHT WEAR","United States","http://c-againsightwear.com","c-againsightwear.com","","0","1"
"0011Y00002kJOMKQA4","0011Y00002kJOMK","Calabasas Film Festival","United States","calabasasfilmfestival.com","calabasasfilmfestival.com","","0","1"
"0012A00002JLlAKQA1","0012A00002JLlAK","Calamis.ai","India","","","","0","1"
"0011Y00002nvIvxQAE","0011Y00002nvIvx","Calibre 360 Consulting","","http://www.calibre360.io","calibre360.io","https://www.crunchbase.com/organization/calibre-360-consulting","0","0"
"0012A00002NucTpQAJ","0012A00002NucTp","California Cannabis Market","United States","http://www.CACannabisMarket.com","CACannabisMarket.com","","0","1"
"001F000001kh4OYIAY","001F000001kh4OY","California Cowboy Apparel Inc.","United States","https://shop.californiacowboy.com/","shop.californiacowboy.com/","https://www.crunchbase.com/organization/california-cowboy","0","0"
"0012A00002LjxOHQAZ","0012A00002LjxOH","California Modular","United States","https://www.camodular.com/","camodular.com/","","0","1"
"0011Y00002rb8euQAA","0011Y00002rb8eu","Call Grampma VideoPhone Telepresence","United States","","","","0","1"
"0012A00002KGp0RQAT","0012A00002KGp0R","Call Housekeeping","Australia","","","","0","1"
"0012A00002DQRVoQAP","0012A00002DQRVo","Callida Energy Inc.","United States","http://www.callidaenergy.com/","callidaenergy.com/","https://www.crunchbase.com/organization/callida-energy","0","0"
"0012A00002SIuiQQAT","0012A00002SIuiQ","Callido Learning LLP","India","http://callidolearning.com/","callidolearning.com/","https://www.crunchbase.com/organization/callido-learning-llp","0","0"
"0012A00002SIuiMQAT","0012A00002SIuiM","CALLISTA","Indonesia","https://www.callista.co.id/","callista.co.id/","https://www.crunchbase.com/organization/callista","0","0"
"0012A00002LjxOIQAZ","0012A00002LjxOI","CallMeHelp","United Kingdom","callmehelp.com","callmehelp.com","","0","1"
"0011Y00002reSegQAE","0011Y00002reSeg","Call of Service","Australia","https://www.callofservice.com/","callofservice.com/","https://www.crunchbase.com/organization/call-of-service","0","0"
"0012A00002JLlC8QAL","0012A00002JLlC8","Calltend","United States","http://www.calltend.com","calltend.com","https://www.crunchbase.com/organization/va-exchange","0","0"
"0012A000029egjUQAQ","0012A000029egjU","Calm","United States","http://www.calm.com","calm.com","https://www.crunchbase.com/organization/calm-com","0","0"
"0012A00002G0Ql1QAF","0012A00002G0Ql1","CalmarCorps","Australia","calmarcorps.com","calmarcorps.com","","0","1"
"0011Y00002rb8evQAA","0011Y00002rb8ev","Calroo","United States","http://www.calroo.com","calroo.com","https://www.crunchbase.com/organization/calroo","0","0"
"0012A00002Lu0d3QAB","0012A00002Lu0d3","Camber Spine","United States","https://www.cambermedtech.com/","cambermedtech.com/","https://www.crunchbase.com/organization/camber-spine-technologies","0","0"
"0011Y00002rb8ewQAA","0011Y00002rb8ew","Cambio","United Kingdom","https://www.cambio.co.uk","cambio.co.uk","https://www.crunchbase.com/organization/cambio","0","0"
"0012A00002SHsTvQAL","0012A00002SHsTv","Cambr","United States","https://cambr.com/","cambr.com/","","1","0"
"0012A00001vRfdtQAC","0012A00001vRfdt","Cambridge Innovation Center","United States","https://cic.us/","cic.us/","","0","1"
"0011Y00002rdeurQAA","0011Y00002rdeur","Cameo","United States","https://www.cameo.com","cameo.com","https://www.crunchbase.com/organization/cameo-3","0","0"
"0012A00002DQRYYQA5","0012A00002DQRYY","cameraman.ng","Nigeria","https://cameraman.ng/","cameraman.ng/","https://www.crunchbase.com/organization/cameraman","0","0"
"0011Y00002rcAS7QAM","0011Y00002rcAS7","CAMP, China Australia Millenial Project","Australia","australiachina.org","australiachina.org","","0","1"
"001F000001VdICGIA3","001F000001VdICG","Campaign Monitor","United States","http://www.campaignmonitor.com","campaignmonitor.com","https://www.crunchbase.com/organization/campaign-monitor","0","0"
"0011Y00002rb8exQAA","0011Y00002rb8ex","Campanizer","United States","http://campanizer.com","campanizer.com","","0","1"
"0011Y00002lAiGKQA0","0011Y00002lAiGK","Campestrini","Brazil","http://Campestrini.com.br","Campestrini.com.br","","1","0"
"0011Y00002rb8eyQAA","0011Y00002rb8ey","CampKnowledge","United States","","","","0","1"
"0011Y00002reSehQAE","0011Y00002reSeh","camplify","Australia","http://www.camplify.com.au","camplify.com.au","https://www.crunchbase.com/organization/camplify","0","0"
"0012A000029rIcvQAE","0012A000029rIcv","Campus Credit","United States","https://www.campus.credit","campus.credit","https://www.crunchbase.com/organization/campus-credit","0","0"
"0012A00002CbOT6QAN","0012A00002CbOT6","Campus Thrift LLC","United States","http://www.campusthrift.com","campusthrift.com","","0","1"
"0011Y00002kJTviQAG","0011Y00002kJTvi","Canaccord Genuity Group","Canada","http://www.canaccordgenuitygroup.com/","canaccordgenuitygroup.com/","https://www.crunchbase.com/organization/canaccord-genuity-corp","0","0"
"0011Y00002rcMeGQAU","0011Y00002rcMeG","CanadaHrelps.org","Canada","https://www.canadahelps.org/en/","canadahelps.org/en/","https://www.crunchbase.com/organization/canadahelps","0","0"
"0012A00002IymbTQAR","0012A00002IymbT","Canary","Canada","http://canaryapp.net/","canaryapp.net/","https://www.crunchbase.com/organization/canary-3","0","0"
"0011Y00002reOnsQAE","0011Y00002reOns","Canary Risk Systems","Canada","","","","0","1"
"0011Y00002rb8ezQAA","0011Y00002rb8ez","CancerQ","United States","","","","0","1"
"001F000001iF0d6IAC","001F000001iF0d6","Candeavor","United States","http://candeavor.com/","candeavor.com/","https://www.crunchbase.com/organization/candeavor","0","0"
"0012A00002BrjGVQAZ","0012A00002BrjGV","Candela","United States","http://www.candelalaser.com","candelalaser.com","https://www.crunchbase.com/organization/candela","0","0"
"001F000001VLm3eIAD","001F000001VLm3e","Candid","Canada","http://www.candid.io","candid.io","https://www.crunchbase.com/organization/candid-io","0","0"
"0012A00002LjxOJQAZ","0012A00002LjxOJ","Candid Camera","United States","","","","0","1"
"0012A000020O7bsQAC","0012A000020O7bs","Candidly (formerly Kandid.ly)","United States","http://candidly.com/","candidly.com/","https://www.crunchbase.com/organization/kandid-ly","0","0"
"0012A00002ATp34QAD","0012A00002ATp34","CANDL","United States","http://candl.com","candl.com","https://www.crunchbase.com/organization/candl","0","0"
"0012A00002LtywTQAR","0012A00002LtywT","Candle Chime LLC","United States","http://www.sharingwordthy.com","sharingwordthy.com","","0","1"
"0012A00002NnxRbQAJ","0012A00002NnxRb","CanDo App","Australia","www.candoapp.com.au","candoapp.com.au","","1","0"
"0011Y00002lAeDEQA0","0011Y00002lAeDE","Candoo Drone Inc","United States","http://www.candoodrone.com","candoodrone.com","","1","0"
"0011Y00002rdIelQAE","0011Y00002rdIel","Candoris","United States","candoris.com","candoris.com","","1","0"
"0011Y0000357bNdQAI","0011Y0000357bNd","Candybox CRM","Mexico","http://candyboxcrm.com","candyboxcrm.com","","1","0"
"0012A00002KFfVeQAL","0012A00002KFfVe","CANDY HOUSE, Inc.","United States","https://jp.candyhouse.co","jp.candyhouse.co","https://www.crunchbase.com/organization/candy-house-inc","0","0"
"0012A00002NvJBdQAN","0012A00002NvJBd","Candylio","Viet Nam","https://www.candylio.com","candylio.com","https://www.crunchbase.com/organization/candylio","0","0"
"0012A00002JsrvXQAR","0012A00002JsrvX","Canecto","Denmark","http://canecto.com","canecto.com","https://www.crunchbase.com/organization/canecto","0","0"
"0011Y00002SfQ0jQAF","0011Y00002SfQ0j","Cangler","Germany","https://www.getcangler.com/","getcangler.com/","https://www.crunchbase.com/organization/cangler","0","0"
"0011Y00002kJLgDQAW","0011Y00002kJLgD","CANIS","United States","http://www.caniswithcamille.com","caniswithcamille.com","","0","1"
"0011Y00002reP5zQAE","0011Y00002reP5z","Cannabis Big Data","United States","https://cannabisbigdata.co/","cannabisbigdata.co/","https://www.crunchbase.com/organization/cannabis-big-data","0","0"
"0012A00002IymdbQAB","0012A00002Iymdb","Cannabis Quality Group (CQG)","United States","https://www.cannabisqualitygroup.com/","cannabisqualitygroup.com/","https://www.crunchbase.com/organization/cannabis-quality-group","0","0"
"0012A00002IymV6QAJ","0012A00002IymV6","Cannaly","United States","https://cannaly.co/","cannaly.co/","https://www.crunchbase.com/organization/cannaly","0","0"
"001F000001WihGwIAJ","001F000001WihGw","Canopy Private","Australia","canopyprivate.com.au","canopyprivate.com.au","","0","1"
"0011Y000031IO6mQAG","0011Y000031IO6m","Canpango","United States","https://www.canpango.com","canpango.com","https://www.crunchbase.com/organization/canpango-llc","0","0"
"001F000001WhK3DIAV","001F000001WhK3D","Canuck Creative","Canada","www.canuck.agency","canuck.agency","","0","1"
"0011Y00002kJTvGQAW","0011Y00002kJTvG","Canva","Australia","http://www.canva.com","canva.com","https://www.crunchbase.com/organization/canva","0","0"
"0011Y00002rdyBzQAI","0011Y00002rdyBz","Canvas Cloud LLC","United States","http://www.canvascloudco.com","canvascloudco.com","","1","0"
"0012A00002TaMBLQA3","0012A00002TaMBL","Canvas Events","Australia","http://canvasevents.com.au","canvasevents.com.au","","0","1"
"0012A00002IymbkQAB","0012A00002Iymbk","Capacitech Energy","United States","capacitechenergy.com","capacitechenergy.com","","0","1"
"001F000001u26ThIAI","001F000001u26Th","CAPITAL-e Marketing and Events","Australia","http://www.capital-e.com.au/","capital-e.com.au/","https://www.crunchbase.com/organization/capital-e-2","0","0"
"0012A00002KFfWUQA1","0012A00002KFfWU","Capital Factory","United States","","","","0","1"
"0012A00002SJH2IQAX","0012A00002SJH2I","Capital Idea Consulting Company Pty Ltd","Australia","www.capitalidea.com.au","capitalidea.com.au","","0","1"
"001F000001ReQO2IAN","001F000001ReQO2","CapitalPitch","Australia","https://capitalpitch.com","capitalpitch.com","https://www.crunchbase.com/organization/capitalpitch-com","0","0"
"0011Y00002reOs9QAE","0011Y00002reOs9","CapitalVia","India","","","","0","1"
"0011Y00002rb8hbQAA","0011Y00002rb8hb","Caplar","United States","http://www.caplarmap.com","caplarmap.com","https://www.crunchbase.com/organization/cthrough","0","0"
"0012A00002G8ir2QAB","0012A00002G8ir2","Capsifi","Australia","http://www.capsifi.com/","capsifi.com/","https://www.crunchbase.com/organization/capsifi","0","0"
"0011Y00002rc2yFQAQ","0011Y00002rc2yF","CaptainVet","France","https://www.captainvet.com","captainvet.com","https://www.crunchbase.com/organization/captainvet","0","0"
"0012A00002IymW7QAJ","0012A00002IymW7","Captr Technologies","India","www.captr.in","captr.in","","0","1"
"0011Y00002reOuSQAU","0011Y00002reOuS","Car & Away","United Kingdom","https://www.carandaway.com/","carandaway.com/","https://www.crunchbase.com/organization/car-away","0","0"
"0012A00002Ta06iQAB","0012A00002Ta06i","Carapac","Australia","http://carapac.co","carapac.co","","0","1"
"0012A00002TbcAEQAZ","0012A00002TbcAE","Carapac Pty Ltd","Australia","http://www.carapac.co","carapac.co","","1","0"
"0011Y00002reP71QAE","0011Y00002reP71","Caravel","United States","http://www.caravelapp.com","caravelapp.com","https://www.crunchbase.com/organization/caravel","0","0"
"0011Y00002nuC8SQAU","0011Y00002nuC8S","CarBe","United States","http://carbe.co","carbe.co","https://www.crunchbase.com/organization/carbe","0","0"
"0012A00002DQRd9QAH","0012A00002DQRd9","Carbingo","United States","http://www.Carbingo.xyz","Carbingo.xyz","","0","1"
"0011Y00002nuItYQAU","0011Y00002nuItY","Carbonite","United States","http://www.carbonite.com/","carbonite.com/","https://www.crunchbase.com/organization/carbonite","0","0"
"0011Y00002reP9PQAU","0011Y00002reP9P","CarbonNegative OÜ","United States","","","","0","1"
"0011Y00002kJOLYQA4","0011Y00002kJOLY","Carbono","United States","https://www.carbonodev.com","carbonodev.com","https://www.crunchbase.com/organization/carbono","0","0"
"0012A000029dki1QAA","0012A000029dki1","Carbon Ventures","United States","https://www.carbonventures.vc/","carbonventures.vc/","https://www.crunchbase.com/organization/carbonventures","0","0"
"0011Y00002rcfHbQAI","0011Y00002rcfHb","Carbooth","Australia","carbooth.com.au","carbooth.com.au","","0","1"
"0012A000024r8SUQAY","0012A000024r8SU","Cardigan, LLC","United States","http://www.cardiganapp.com/login","cardiganapp.com/login","https://www.crunchbase.com/organization/cardigan","0","0"
"0012A00002BJdQLQA1","0012A00002BJdQL","Cardiomo Care","United States","http://cardiomo.com/","cardiomo.com/","https://www.crunchbase.com/organization/cardiomo-care","0","0"
"0012A000029f2N9QAI","0012A000029f2N9","Cardosoconstruccion","United States","","","","0","1"
"001F000001aPjuqIAC","001F000001aPjuq","Care+Wear","United States","http://www.careandwear.com","careandwear.com","https://www.crunchbase.com/organization/care-wear","0","0"
"0011Y00002lAj3qQAC","0011Y00002lAj3q","Care2Rock","United States","https://care2rock.com/","care2rock.com/","https://www.crunchbase.com/organization/care2rock","0","0"
"0011Y00002rb8hcQAA","0011Y00002rb8hc","Care4Givers","United States","http://care4givers.org","care4givers.org","","0","1"
"0011Y00002rb8hdQAA","0011Y00002rb8hd","Care Advisor","United States","align-resources.com","align-resources.com","","0","1"
"0012A00002SHzQbQAL","0012A00002SHzQb","Care Advisors","United States","https://www.care-advisors.com","care-advisors.com","https://www.crunchbase.com/organization/care-advisors","0","0"
"0011Y00002rb8heQAA","0011Y00002rb8he","CareContinuum","United States","","","","0","1"
"0011Y00002reOpIQAU","0011Y00002reOpI","CAREcutz","United States","carecutz.com","carecutz.com","","0","1"
"0011Y00002rb8hfQAA","0011Y00002rb8hf","Care Drivers","United States","http://www.caredrivers.org","caredrivers.org","","0","1"
"0011Y00002reOqmQAE","0011Y00002reOqm","Career Ari","Germany","careerari.com","careerari.com","","0","1"
"0011Y00002rcZQkQAM","0011Y00002rcZQk","Career Money Life","Australia","http://www.careermoneylife.com","careermoneylife.com","","1","0"
"0012A000025SgZDQA0","0012A000025SgZD","Career Muse","United States","http://www.askcareermuse.com","askcareermuse.com","","0","1"
"0012A00002NnxREQAZ","0012A00002NnxRE","CareerNexus","Australia","https://careernexus.com/","careernexus.com/","https://www.crunchbase.com/organization/careernexus","0","0"
"0011Y0000357BeBQAU","0011Y0000357BeB","Careers  Cannabis Inc.","Canada","https://careerscannabis.com/","careerscannabis.com/","","1","0"
"0012A00002GxJtYQAV","0012A00002GxJtY","Careershifters","","https://www.careershifters.org","careershifters.org","https://www.crunchbase.com/organization/careershifters","0","0"
"001F000001VeqqfIAB","001F000001Veqqf","Carefree Clinic","United States","www.carefreeanimalclinic.com","carefreeanimalclinic.com","","0","1"
"0011Y0000356klpQAA","0011Y0000356klp","Careful Collective Ltd dba UPLEAFS","United States","http://upleafs.com","upleafs.com","","1","0"
"0011Y0000357bzXQAQ","0011Y0000357bzX","Caregiver Smart Solutions, Inc.","United States","caregiversmartsolutions.com","caregiversmartsolutions.com","","0","1"
"0011Y00002reP55QAE","0011Y00002reP55","Care HQ","United States","","","","0","1"
"0011Y00002rcZVaQAM","0011Y00002rcZVa","Care Market Compass","Australia","http://www.goodneed.org","goodneed.org","","1","0"
"0011Y00002rbKMaQAM","0011Y00002rbKMa","CareNational Healthcare Services, LLC","United States","http://www.carenational.com","carenational.com","","1","0"
"0011Y00002rb8hgQAA","0011Y00002rb8hg","Carepoynt","United States","http://www.carepoynt.com/","carepoynt.com/","https://www.crunchbase.com/organization/carepoynt","0","0"
"0012A00002Tc0FHQAZ","0012A00002Tc0FH","Carers Compass","","https://carerscompass.com.au/","carerscompass.com.au/","https://www.crunchbase.com/organization/carers-compass","0","0"
"0011Y00002nuxWMQAY","0011Y00002nuxWM","CareSharing LLC","United States","http://caresharing.com","caresharing.com","https://www.crunchbase.com/organization/caresharing","0","0"
"0012A00002SHzPUQA1","0012A00002SHzPU","Caressa","United States","https://www.caressa.ai/","caressa.ai/","https://www.crunchbase.com/organization/caressa","0","0"
